id,user_id,friend_id,created_at,updated_at
1,1,9,"2024-08-03 12:37:39","2024-08-03 12:37:39"
2,1,33,"2024-08-03 12:37:39","2024-08-03 12:37:39"
3,1,31,"2024-08-03 12:37:39","2024-08-03 12:37:39"
4,1,149,"2024-08-03 12:37:39","2024-08-03 12:37:39"
5,1,115,"2024-08-03 12:37:39","2024-08-03 12:37:39"
6,1,17,"2024-08-03 12:37:39","2024-08-03 12:37:39"
7,1,87,"2024-08-03 12:37:39","2024-08-03 12:37:39"
8,1,137,"2024-08-03 12:37:39","2024-08-03 12:37:39"
9,1,88,"2024-08-03 12:37:39","2024-08-03 12:37:39"
10,1,63,"2024-08-03 12:37:39","2024-08-03 12:37:39"
11,1,47,"2024-08-03 12:37:39","2024-08-03 12:37:39"
12,1,147,"2024-08-03 12:37:39","2024-08-03 12:37:39"
13,1,136,"2024-08-03 12:37:39","2024-08-03 12:37:39"
14,1,36,"2024-08-03 12:37:39","2024-08-03 12:37:39"
15,1,116,"2024-08-03 12:37:39","2024-08-03 12:37:39"
16,1,142,"2024-08-03 12:37:39","2024-08-03 12:37:39"
17,1,70,"2024-08-03 12:37:39","2024-08-03 12:37:39"
18,1,78,"2024-08-03 12:37:39","2024-08-03 12:37:39"
19,1,75,"2024-08-03 12:37:39","2024-08-03 12:37:39"
20,1,24,"2024-08-03 12:37:39","2024-08-03 12:37:39"
21,1,90,"2024-08-03 12:37:39","2024-08-03 12:37:39"
22,1,93,"2024-08-03 12:37:39","2024-08-03 12:37:39"
23,1,107,"2024-08-03 12:37:39","2024-08-03 12:37:39"
24,1,32,"2024-08-03 12:37:39","2024-08-03 12:37:39"
25,1,4,"2024-08-03 12:37:39","2024-08-03 12:37:39"
26,1,121,"2024-08-03 12:37:39","2024-08-03 12:37:39"
27,1,125,"2024-08-03 12:37:39","2024-08-03 12:37:39"
28,1,58,"2024-08-03 12:37:39","2024-08-03 12:37:39"
29,1,104,"2024-08-03 12:37:39","2024-08-03 12:37:39"
30,1,35,"2024-08-03 12:37:39","2024-08-03 12:37:39"
31,1,140,"2024-08-03 12:37:39","2024-08-03 12:37:39"
32,1,100,"2024-08-03 12:37:39","2024-08-03 12:37:39"
33,1,101,"2024-08-03 12:37:39","2024-08-03 12:37:39"
34,1,111,"2024-08-03 12:37:39","2024-08-03 12:37:39"
35,1,40,"2024-08-03 12:37:39","2024-08-03 12:37:39"
36,1,41,"2024-08-03 12:37:39","2024-08-03 12:37:39"
37,1,11,"2024-08-03 12:37:39","2024-08-03 12:37:39"
38,1,27,"2024-08-03 12:37:39","2024-08-03 12:37:39"
39,1,10,"2024-08-03 12:37:39","2024-08-03 12:37:39"
40,1,2,"2024-08-03 12:37:39","2024-08-03 12:37:39"
41,1,105,"2024-08-03 12:37:39","2024-08-03 12:37:39"
42,1,132,"2024-08-03 12:37:39","2024-08-03 12:37:39"
43,1,13,"2024-08-03 12:37:39","2024-08-03 12:37:39"
44,1,46,"2024-08-03 12:37:39","2024-08-03 12:37:39"
45,1,76,"2024-08-03 12:37:39","2024-08-03 12:37:39"
46,1,44,"2024-08-03 12:37:39","2024-08-03 12:37:39"
47,1,143,"2024-08-03 12:37:39","2024-08-03 12:37:39"
48,1,118,"2024-08-03 12:37:39","2024-08-03 12:37:39"
49,1,113,"2024-08-03 12:37:39","2024-08-03 12:37:39"
50,1,42,"2024-08-03 12:37:39","2024-08-03 12:37:39"
51,1,122,"2024-08-03 12:37:39","2024-08-03 12:37:39"
52,1,83,"2024-08-03 12:37:39","2024-08-03 12:37:39"
53,1,71,"2024-08-03 12:37:39","2024-08-03 12:37:39"
54,1,26,"2024-08-03 12:37:39","2024-08-03 12:37:39"
55,1,82,"2024-08-03 12:37:39","2024-08-03 12:37:39"
56,1,129,"2024-08-03 12:37:39","2024-08-03 12:37:39"
57,1,18,"2024-08-03 12:37:39","2024-08-03 12:37:39"
58,1,25,"2024-08-03 12:37:39","2024-08-03 12:37:39"
59,1,51,"2024-08-03 12:37:39","2024-08-03 12:37:39"
60,1,97,"2024-08-03 12:37:39","2024-08-03 12:37:39"
61,1,61,"2024-08-03 12:37:39","2024-08-03 12:37:39"
62,1,66,"2024-08-03 12:37:39","2024-08-03 12:37:39"
63,1,134,"2024-08-03 12:37:39","2024-08-03 12:37:39"
64,1,73,"2024-08-03 12:37:39","2024-08-03 12:37:39"
65,1,106,"2024-08-03 12:37:39","2024-08-03 12:37:39"
66,2,67,"2024-08-03 12:37:39","2024-08-03 12:37:39"
67,2,83,"2024-08-03 12:37:39","2024-08-03 12:37:39"
68,2,26,"2024-08-03 12:37:39","2024-08-03 12:37:39"
69,2,136,"2024-08-03 12:37:39","2024-08-03 12:37:39"
70,2,87,"2024-08-03 12:37:39","2024-08-03 12:37:39"
71,2,34,"2024-08-03 12:37:39","2024-08-03 12:37:39"
72,2,38,"2024-08-03 12:37:39","2024-08-03 12:37:39"
73,2,79,"2024-08-03 12:37:39","2024-08-03 12:37:39"
74,2,25,"2024-08-03 12:37:39","2024-08-03 12:37:39"
75,2,27,"2024-08-03 12:37:39","2024-08-03 12:37:39"
76,2,134,"2024-08-03 12:37:39","2024-08-03 12:37:39"
77,2,50,"2024-08-03 12:37:39","2024-08-03 12:37:39"
78,2,90,"2024-08-03 12:37:39","2024-08-03 12:37:39"
79,2,124,"2024-08-03 12:37:39","2024-08-03 12:37:39"
80,2,111,"2024-08-03 12:37:39","2024-08-03 12:37:39"
81,2,93,"2024-08-03 12:37:39","2024-08-03 12:37:39"
82,2,81,"2024-08-03 12:37:39","2024-08-03 12:37:39"
83,2,13,"2024-08-03 12:37:39","2024-08-03 12:37:39"
84,2,49,"2024-08-03 12:37:39","2024-08-03 12:37:39"
85,2,47,"2024-08-03 12:37:39","2024-08-03 12:37:39"
86,2,147,"2024-08-03 12:37:39","2024-08-03 12:37:39"
87,2,119,"2024-08-03 12:37:39","2024-08-03 12:37:39"
88,2,144,"2024-08-03 12:37:39","2024-08-03 12:37:39"
89,2,24,"2024-08-03 12:37:39","2024-08-03 12:37:39"
90,2,130,"2024-08-03 12:37:39","2024-08-03 12:37:39"
91,2,62,"2024-08-03 12:37:39","2024-08-03 12:37:39"
92,2,51,"2024-08-03 12:37:39","2024-08-03 12:37:39"
93,2,120,"2024-08-03 12:37:39","2024-08-03 12:37:39"
94,2,63,"2024-08-03 12:37:39","2024-08-03 12:37:39"
95,2,23,"2024-08-03 12:37:39","2024-08-03 12:37:39"
96,2,103,"2024-08-03 12:37:39","2024-08-03 12:37:39"
97,2,54,"2024-08-03 12:37:39","2024-08-03 12:37:39"
98,2,122,"2024-08-03 12:37:39","2024-08-03 12:37:39"
99,2,4,"2024-08-03 12:37:39","2024-08-03 12:37:39"
100,2,8,"2024-08-03 12:37:39","2024-08-03 12:37:39"
101,2,70,"2024-08-03 12:37:39","2024-08-03 12:37:39"
102,2,57,"2024-08-03 12:37:39","2024-08-03 12:37:39"
103,2,143,"2024-08-03 12:37:39","2024-08-03 12:37:39"
104,2,73,"2024-08-03 12:37:39","2024-08-03 12:37:39"
105,3,58,"2024-08-03 12:37:39","2024-08-03 12:37:39"
106,3,102,"2024-08-03 12:37:39","2024-08-03 12:37:39"
107,3,91,"2024-08-03 12:37:39","2024-08-03 12:37:39"
108,3,8,"2024-08-03 12:37:39","2024-08-03 12:37:39"
109,3,68,"2024-08-03 12:37:39","2024-08-03 12:37:39"
110,3,11,"2024-08-03 12:37:39","2024-08-03 12:37:39"
111,3,138,"2024-08-03 12:37:39","2024-08-03 12:37:39"
112,3,32,"2024-08-03 12:37:39","2024-08-03 12:37:39"
113,3,27,"2024-08-03 12:37:39","2024-08-03 12:37:39"
114,3,107,"2024-08-03 12:37:39","2024-08-03 12:37:39"
115,3,120,"2024-08-03 12:37:39","2024-08-03 12:37:39"
116,3,18,"2024-08-03 12:37:39","2024-08-03 12:37:39"
117,3,13,"2024-08-03 12:37:39","2024-08-03 12:37:39"
118,3,140,"2024-08-03 12:37:39","2024-08-03 12:37:39"
119,3,4,"2024-08-03 12:37:39","2024-08-03 12:37:39"
120,3,24,"2024-08-03 12:37:39","2024-08-03 12:37:39"
121,3,17,"2024-08-03 12:37:39","2024-08-03 12:37:39"
122,3,104,"2024-08-03 12:37:39","2024-08-03 12:37:39"
123,3,55,"2024-08-03 12:37:39","2024-08-03 12:37:39"
124,3,21,"2024-08-03 12:37:39","2024-08-03 12:37:39"
125,3,50,"2024-08-03 12:37:39","2024-08-03 12:37:39"
126,3,114,"2024-08-03 12:37:39","2024-08-03 12:37:39"
127,3,96,"2024-08-03 12:37:39","2024-08-03 12:37:39"
128,3,100,"2024-08-03 12:37:39","2024-08-03 12:37:39"
129,3,82,"2024-08-03 12:37:39","2024-08-03 12:37:39"
130,3,47,"2024-08-03 12:37:39","2024-08-03 12:37:39"
131,4,90,"2024-08-03 12:37:39","2024-08-03 12:37:39"
132,4,139,"2024-08-03 12:37:39","2024-08-03 12:37:39"
133,4,137,"2024-08-03 12:37:39","2024-08-03 12:37:39"
134,4,124,"2024-08-03 12:37:39","2024-08-03 12:37:39"
135,4,5,"2024-08-03 12:37:39","2024-08-03 12:37:39"
136,4,122,"2024-08-03 12:37:39","2024-08-03 12:37:39"
137,4,17,"2024-08-03 12:37:39","2024-08-03 12:37:39"
138,4,3,"2024-08-03 12:37:39","2024-08-03 12:37:39"
139,4,112,"2024-08-03 12:37:39","2024-08-03 12:37:39"
140,4,1,"2024-08-03 12:37:39","2024-08-03 12:37:39"
141,4,62,"2024-08-03 12:37:39","2024-08-03 12:37:39"
142,4,104,"2024-08-03 12:37:39","2024-08-03 12:37:39"
143,4,59,"2024-08-03 12:37:39","2024-08-03 12:37:39"
144,4,24,"2024-08-03 12:37:39","2024-08-03 12:37:39"
145,4,76,"2024-08-03 12:37:39","2024-08-03 12:37:39"
146,4,10,"2024-08-03 12:37:39","2024-08-03 12:37:39"
147,4,86,"2024-08-03 12:37:39","2024-08-03 12:37:39"
148,4,126,"2024-08-03 12:37:39","2024-08-03 12:37:39"
149,4,145,"2024-08-03 12:37:39","2024-08-03 12:37:39"
150,4,140,"2024-08-03 12:37:39","2024-08-03 12:37:39"
151,4,31,"2024-08-03 12:37:39","2024-08-03 12:37:39"
152,4,49,"2024-08-03 12:37:39","2024-08-03 12:37:39"
153,4,79,"2024-08-03 12:37:39","2024-08-03 12:37:39"
154,4,33,"2024-08-03 12:37:39","2024-08-03 12:37:39"
155,4,32,"2024-08-03 12:37:39","2024-08-03 12:37:39"
156,4,114,"2024-08-03 12:37:39","2024-08-03 12:37:39"
157,4,72,"2024-08-03 12:37:39","2024-08-03 12:37:39"
158,4,7,"2024-08-03 12:37:39","2024-08-03 12:37:39"
159,4,43,"2024-08-03 12:37:39","2024-08-03 12:37:39"
160,4,21,"2024-08-03 12:37:39","2024-08-03 12:37:39"
161,4,2,"2024-08-03 12:37:39","2024-08-03 12:37:39"
162,4,80,"2024-08-03 12:37:39","2024-08-03 12:37:39"
163,4,144,"2024-08-03 12:37:39","2024-08-03 12:37:39"
164,4,109,"2024-08-03 12:37:39","2024-08-03 12:37:39"
165,4,11,"2024-08-03 12:37:39","2024-08-03 12:37:39"
166,4,51,"2024-08-03 12:37:39","2024-08-03 12:37:39"
167,4,44,"2024-08-03 12:37:39","2024-08-03 12:37:39"
168,4,22,"2024-08-03 12:37:39","2024-08-03 12:37:39"
169,4,55,"2024-08-03 12:37:39","2024-08-03 12:37:39"
170,4,14,"2024-08-03 12:37:39","2024-08-03 12:37:39"
171,4,35,"2024-08-03 12:37:39","2024-08-03 12:37:39"
172,4,19,"2024-08-03 12:37:39","2024-08-03 12:37:39"
173,4,111,"2024-08-03 12:37:39","2024-08-03 12:37:39"
174,4,85,"2024-08-03 12:37:39","2024-08-03 12:37:39"
175,4,71,"2024-08-03 12:37:39","2024-08-03 12:37:39"
176,4,81,"2024-08-03 12:37:39","2024-08-03 12:37:39"
177,4,39,"2024-08-03 12:37:39","2024-08-03 12:37:39"
178,4,105,"2024-08-03 12:37:39","2024-08-03 12:37:39"
179,4,34,"2024-08-03 12:37:39","2024-08-03 12:37:39"
180,4,40,"2024-08-03 12:37:39","2024-08-03 12:37:39"
181,4,93,"2024-08-03 12:37:39","2024-08-03 12:37:39"
182,4,61,"2024-08-03 12:37:39","2024-08-03 12:37:39"
183,4,46,"2024-08-03 12:37:39","2024-08-03 12:37:39"
184,4,82,"2024-08-03 12:37:39","2024-08-03 12:37:39"
185,4,38,"2024-08-03 12:37:39","2024-08-03 12:37:39"
186,4,98,"2024-08-03 12:37:39","2024-08-03 12:37:39"
187,4,128,"2024-08-03 12:37:39","2024-08-03 12:37:39"
188,4,143,"2024-08-03 12:37:39","2024-08-03 12:37:39"
189,4,54,"2024-08-03 12:37:39","2024-08-03 12:37:39"
190,4,67,"2024-08-03 12:37:39","2024-08-03 12:37:39"
191,4,73,"2024-08-03 12:37:39","2024-08-03 12:37:39"
192,4,77,"2024-08-03 12:37:39","2024-08-03 12:37:39"
193,4,91,"2024-08-03 12:37:39","2024-08-03 12:37:39"
194,4,96,"2024-08-03 12:37:39","2024-08-03 12:37:39"
195,4,131,"2024-08-03 12:37:39","2024-08-03 12:37:39"
196,4,132,"2024-08-03 12:37:39","2024-08-03 12:37:39"
197,4,58,"2024-08-03 12:37:39","2024-08-03 12:37:39"
198,4,115,"2024-08-03 12:37:39","2024-08-03 12:37:39"
199,4,100,"2024-08-03 12:37:39","2024-08-03 12:37:39"
200,4,102,"2024-08-03 12:37:39","2024-08-03 12:37:39"
201,4,87,"2024-08-03 12:37:39","2024-08-03 12:37:39"
202,4,97,"2024-08-03 12:37:39","2024-08-03 12:37:39"
203,4,78,"2024-08-03 12:37:39","2024-08-03 12:37:39"
204,4,75,"2024-08-03 12:37:39","2024-08-03 12:37:39"
205,4,30,"2024-08-03 12:37:39","2024-08-03 12:37:39"
206,5,119,"2024-08-03 12:37:39","2024-08-03 12:37:39"
207,5,110,"2024-08-03 12:37:39","2024-08-03 12:37:39"
208,5,124,"2024-08-03 12:37:39","2024-08-03 12:37:39"
209,5,2,"2024-08-03 12:37:39","2024-08-03 12:37:39"
210,5,141,"2024-08-03 12:37:39","2024-08-03 12:37:39"
211,5,68,"2024-08-03 12:37:39","2024-08-03 12:37:39"
212,5,92,"2024-08-03 12:37:39","2024-08-03 12:37:39"
213,5,83,"2024-08-03 12:37:39","2024-08-03 12:37:39"
214,5,81,"2024-08-03 12:37:39","2024-08-03 12:37:39"
215,5,61,"2024-08-03 12:37:39","2024-08-03 12:37:39"
216,5,123,"2024-08-03 12:37:39","2024-08-03 12:37:39"
217,5,89,"2024-08-03 12:37:39","2024-08-03 12:37:39"
218,5,35,"2024-08-03 12:37:39","2024-08-03 12:37:39"
219,5,120,"2024-08-03 12:37:39","2024-08-03 12:37:39"
220,5,104,"2024-08-03 12:37:39","2024-08-03 12:37:39"
221,5,82,"2024-08-03 12:37:39","2024-08-03 12:37:39"
222,5,59,"2024-08-03 12:37:39","2024-08-03 12:37:39"
223,5,121,"2024-08-03 12:37:39","2024-08-03 12:37:39"
224,5,29,"2024-08-03 12:37:39","2024-08-03 12:37:39"
225,5,77,"2024-08-03 12:37:39","2024-08-03 12:37:39"
226,5,86,"2024-08-03 12:37:39","2024-08-03 12:37:39"
227,5,54,"2024-08-03 12:37:39","2024-08-03 12:37:39"
228,5,67,"2024-08-03 12:37:39","2024-08-03 12:37:39"
229,5,10,"2024-08-03 12:37:39","2024-08-03 12:37:39"
230,6,61,"2024-08-03 12:37:39","2024-08-03 12:37:39"
231,6,110,"2024-08-03 12:37:39","2024-08-03 12:37:39"
232,6,2,"2024-08-03 12:37:39","2024-08-03 12:37:39"
233,6,119,"2024-08-03 12:37:39","2024-08-03 12:37:39"
234,6,82,"2024-08-03 12:37:39","2024-08-03 12:37:39"
